Date,CORDILLERA ADMINISTRATIVE REGION (CAR),REGION I (ILOCOS REGION),REGION II (CAGAYAN VALLEY),REGION III (CENTRAL LUZON),REGION IV-A (CALABARZON),MIMAROPA REGION,REGION V (BICOL REGION),REGION VI (WESTERN VISAYAS),REGION VII (CENTRAL VISAYAS),REGION VIII (EASTERN VISAYAS),REGION IX (ZAMBOANGA PENINSULA),REGION X (NORTHERN MINDANAO),REGION XI (DAVAO REGION),REGION XII (SOCCSKSARGEN),REGION XIII (CARAGA),BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)
11/1/1996,37976.14896,305450.5563,150209.6862,391954.4653,64553.02535,106891.2838,72035.09264,100117.5103,30463.22921,41319.88227,32929.39438,42372.28655,34492.14862,85732.01397,37903.2839,39677.86844
12/1/1996,28155.38205,227213.8346,147617.9385,300783.5221,52216.10597,86239.90569,67163.26914,110063.4484,31270.3026,46898.23493,31939.72306,40575.0765,34507.51856,83125.1705,30502.62233,32679.20754
1/1/1997,9086.989905,94005.66407,135810.7409,125850.725,28083.0193,47883.86823,57570.41797,147664.5322,32928.95577,56623.17148,32727.33856,37709.08243,34904.5298,84731.45635,15367.86689,21530.66129
2/1/1997,4219.627864,44637.71197,133383.6815,71111.98097,19395.33095,32807.02622,53067.82676,159902.4275,33757.45508,62642.31324,31680.836,35961.40654,34920.06964,81988.20954,10444.80504,15662.95919
3/1/1997,7891.38223,33657.62395,134665.5775,95992.29406,23514.64975,34669.10555,53203.75527,119148.0403,25832.58914,53521.51528,26279.82544,33904.51103,32794.40056,68483.33412,16192.32807,15943.37952
4/1/1997,22893.90761,21340.30143,143530.7546,195922.16,38019.68694,46226.66243,57123.6991,41587.60936,12982.13079,39100.47546,15788.81992,31094.24068,29489.56815,43248.83313,34035.89396,16535.11194
5/1/1997,30163.63106,11007.68024,144884.1561,236250.6082,43687.17589,48582.94277,57269.27063,19967.52327,7237.031594,31068.4535,11704.50846,29086.00229,27445.62762,32625.21585,42952.1844,16820.91315
6/1/1997,23477.46132,12804.01833,127089.0893,168275.2318,34520.13718,40193.3948,50708.03027,38888.86737,7140.837619,27144.07104,16812.67162,28935.75703,26943.80423,43102.95102,34359.92165,22634.97491
7/1/1997,9332.298492,9238.418649,90871.1218,27634.43908,15399.20255,18703.03597,35234.122,104680.1703,6949.91825,20378.1017,28991.87819,27939.94072,25965.28273,66335.92964,17629.82909,34552.95097
8/1/1997,5616.245355,10375.05688,76075.64035,8905.983368,9831.240668,13769.35551,29997.51151,138942.1021,6855.017742,16933.97864,35747.7908,27794.1089,25472.50625,79307.96029,11751.13734,41614.45514
9/1/1997,10691.45615,47643.52447,95457.23785,45614.57755,17831.55678,32591.60852,43123.36648,142365.7276,12464.06401,23124.91966,37575.33102,32000.95038,27840.21102,87963.11007,15144.03357,37882.59389
10/1/1997,28835.11377,227527.9943,138803.8643,310119.1312,43993.68025,97231.98779,74970.03423,140469.6431,27149.34199,36252.55575,40429.79457,40108.81963,32378.72908,103031.0337,26583.4902,32357.53417
11/1/1997,38116.99188,327391.6233,162230.0914,448403.8583,57618.83823,132827.9345,92464.42386,143768.3438,35575.22514,43908.39219,42304.96441,44768.90623,34916.58279,112260.6455,31449.18395,28821.62678
12/1/1997,28197.89435,237123.3824,161926.0443,339509.0104,46576.48151,101825.0777,83157.54191,130283.013,28027.43288,46562.05206,35272.24102,42695.27414,34089.68813,94798.32086,25059.32585,22187.83905
1/1/1998,9847.513067,81987.33897,164859.5531,144278.596,25283.73767,46883.4839,66733.89988,118435.9203,15523.5478,51499.89995,25374.66104,38911.17065,33266.45738,69294.76585,11347.99213,12202.46235
2/1/1998,4503.701679,31591.73965,164549.4155,76150.96847,17426.72551,26359.95447,58323.8934,104761.4403,9802.328557,54276.72086,19055.39687,36924.8538,32439.47164,53648.13618,7464.00034,6998.124046
3/1/1998,6516.785254,23318.92138,130948.0314,77631.43549,20279.53682,26249.56163,49865.20671,74678.63941,7663.123648,43922.37919,14724.9421,34009.97555,28476.07098,42442.09797,13632.00753,6601.413606
4/1/1998,14978.23463,14370.89003,78053.17826,113569.6381,31456.85591,35142.47149,38247.29141,17473.97093,5147.529178,27736.08464,7377.414298,29831.50477,22822.06577,23505.77041,34738.98403,5795.464322
5/1/1998,18513.15864,6469.32505,51111.36888,115694.9328,35336.29235,34994.05525,30433.98436,5686.638172,3154.085718,19180.65756,4303.904473,27035.07666,19132.01531,15072.99868,45560.70847,5424.919408
6/1/1998,15359.60673,8510.784919,49174.45285,86180.42906,27131.85174,28106.47326,30134.72424,18105.39089,3089.385104,17108.25779,7143.68123,26965.41857,17706.91892,23169.23091,32576.3075,10193.61627
7/1/1998,7892.981291,7741.494551,48927.9334,22628.11563,10060.94496,11051.64942,31175.95642,79147.84641,2373.551703,13805.58538,13640.53646,25492.59241,13489.67637,40894.76028,7796.987227,20681.71215
8/1/1998,5853.753503,9239.180661,46921.70478,10842.23903,5699.840055,7464.320545,30863.25069,111349.1604,2322.779381,11902.75469,17520.56264,25426.56843,12308.96769,51484.51149,2629.587701,27273.26086
9/1/1998,10140.26521,40156.32479,62214.36182,40558.64534,12741.21499,21718.03003,33861.79288,121124.9932,5993.668916,17563.65993,24926.9009,32264.83917,20530.35594,68869.72822,5943.425072,29930.02699
10/1/1998,23073.10649,177386.6617,84126.52594,187984.1039,36722.09351,75826.14249,36557.99322,120420.0911,16890.76181,27772.88499,38425.08513,46060.52081,41404.79368,98040.74304,22611.08222,33647.2545
11/1/1998,29928.63227,254550.3216,100725.2563,267474.7892,49792.88099,105872.0569,39531.94028,129413.2099,23306.38039,34542.42703,47226.83793,54115.48914,53244.24529,117801.4601,30705.20829,36390.4789
12/1/1998,23360.26124,198794.0167,127760.2177,227266.1069,47618.0255,89025.80061,47763.0665,143864.699,21175.8578,42696.68798,41565.07694,50122.99005,44511.96103,108757.7968,24942.70948,30608.26661
1/1/1999,10195.83385,105042.5914,172294.4935,141856.3671,40561.16228,56521.87413,63906.47821,179544.8352,15482.98608,56836.7948,32185.56357,41971.6699,26695.01487,92585.80492,11843.7796,21042.09399
2/1/1999,6207.597936,64096.83876,202385.7083,111363.8187,38619.9538,43330.02059,73300.70755,195934.1271,13750.9687,65950.92278,27110.07226,38339.10822,20179.90687,84188.65178,8285.436734,16141.20024
3/1/1999,9681.568213,47128.56986,189649.7981,121608.8142,37375.88392,41640.10528,64009.81424,150111.0377,15308.04522,56593.28242,22167.36416,36722.22188,23817.07826,73066.5433,14068.78367,15486.70577
4/1/1999,21137.75448,21632.99083,167617.0319,165547.2461,38316.39894,44711.9088,45037.54415,60595.12462,19849.61837,40446.11884,12704.44023,34576.38266,34264.96595,53189.82699,31852.363,12787.92437
5/1/1999,26719.58079,9462.210241,155550.3961,178410.2101,36997.11068,42820.57013,37390.48148,33970.22821,21682.23928,32433.52035,9058.83248,32983.8589,38804.42908,43639.60626,41131.6323,12223.63726
6/1/1999,22021.66473,13415.79893,134624.572,134319.5438,29979.49038,37404.52106,42275.97437,62265.64717,18141.14236,30145.36081,15142.72729,34665.75844,35846.60497,53992.56674,32826.0047,21251.43838
7/1/1999,11408.20625,16754.82088,98498.05752,39364.80535,15242.83732,21011.24541,52488.72339,160116.3302,10590.37294,26476.86864,31780.40436,37236.9004,28383.50742,76886.55613,15904.8942,43036.46379
8/1/1999,8314.488123,20568.523,80369.86299,20129.05129,10584.31237,17453.77833,57926.07087,210143.9948,8021.782507,24302.08808,40889.18466,38959.94747,25830.86119,89257.32239,10517.533,55867.85066
9/1/1999,13297.30563,62981.65612,94167.07949,64192.14336,19549.8503,39064.97626,63171.20574,178466.6751,11823.84456,30441.04328,38594.41098,41667.15213,29795.63139,92020.12148,15289.5728,49861.68555
10/1/1999,27750.25337,208448.0086,124806.6996,266595.9135,45927.69134,105994.355,71925.88222,112543.5786,21407.70406,41542.29084,31502.10893,46558.84323,38293.03481,92631.44301,30724.35317,38161.3858
11/1/1999,35314.45013,292331.9766,140756.2785,375108.3585,60367.84048,143746.6526,77440.0759,88256.53876,26616.58065,48514.03149,29510.62318,49399.31972,42790.11056,95331.52932,38032.73056,32935.05212
12/1/1999,29321.29649,220024.0148,148089.0219,294238.728,54392.46817,115780.9924,71374.04187,99779.88263,25688.71528,52714.67768,31518.26789,46475.83704,41610.85463,94174.02767,29731.91627,29689.56208
1/1/2000,17668.63315,97170.74045,151950.8177,136848.8842,41389.18872,64791.8943,61041.65372,140355.8519,23723.21458,59947.48172,37526.46982,40879.56575,40092.44102,94642.26703,12318.85963,26635.91571
2/1/2000,13129.44485,49605.03551,159119.803,84981.3981,36281.16215,44158.27539,55371.89344,154887.0456,22834.23261,64371.91689,39773.68139,38135.49589,38923.0772,93464.53459,7547.450015,23366.88063
3/1/2000,14551.922,39158.22403,167229.3794,108772.7177,35301.64913,43236.83031,52453.45284,123074.1024,19446.55281,55537.60139,34115.84879,38130.93836,33534.48178,83753.19838,14135.69036,20988.20365
4/1/2000,19949.29332,29210.05562,189194.0872,200247.2368,37543.5719,49449.91932,49139.60321,55073.23551,14692.83439,41116.64345,21418.66311,39386.05631,24759.82691,61655.11791,36780.56986,15667.06936
5/1/2000,21725.72408,18581.81001,197944.4752,236185.6866,36472.12293,48373.11511,46244.45882,35875.12618,11593.3256,33339.0879,17160.34765,39381.3482,20019.50045,53568.428,48473.29542,13664.49843
6/1/2000,18414.9826,20669.13437,164291.4376,171836.0766,29806.30516,44836.96557,46781.93797,69608.63831,10340.84001,31351.26864,25289.98924,38336.59549,21025.67264,71894.45409,37790.13472,19979.43221
7/1/2000,10064.58657,14653.35303,100747.3307,40179.02239,17009.47887,31924.78568,46319.36962,174753.0299,7162.530008,28276.60289,45796.48345,34840.66066,22537.65066,117613.1034,16416.92272,34091.02522
8/1/2000,7858.501278,15997.42422,74794.36651,16124.79025,12109.75119,29191.40588,46845.4897,231796.8734,6175.446413,26362.35995,56936.91162,33864.57924,23566.9225,141503.2533,9946.830432,42278.42807
9/1/2000,14695.91215,60881.22275,94638.30281,54790.18736,17777.76994,50257.80843,53958.14067,206924.0967,11418.02358,32242.03716,51908.60493,39078.7601,29622.42685,120043.6433,15326.24684,41307.54671
10/1/2000,35078.51012,247469.5125,147207.0536,259754.7209,33101.24558,105472.2861,68180.59383,151409.4335,24767.41453,42247.74509,41765.66412,50377.42718,40917.42638,75973.57478,33529.89636,38775.65378
11/1/2000,46216.88325,352488.8431,172723.3906,367223.092,41103.47076,136624.7041,76121.29271,130723.1071,32560.95594,48763.7979,37285.94501,56307.87592,47862.21396,59435.77213,42241.10124,37842.34511
12/1/2000,36465.60662,262004.6444,165296.5557,283288.1872,38543.28367,110401.0099,69835.11346,133856.4594,30476.62954,54001.45702,34619.39087,50885.6969,45321.35967,71246.6531,33559.0024,32952.00111
1/1/2001,17186.57521,107391.0894,138473.029,118900.7336,31511.74755,62934.92763,57675.59604,157888.9053,26146.66649,63371.89714,32530.97782,39142.76892,40552.32969,108865.8133,14930.1277,25642.83699
2/1/2001,10913.12387,50737.80455,131958.6935,68839.24661,29269.69567,43328.85815,51970.39988,161500.2802,24227.19603,68974.95837,29816.17618,34474.43021,38143.81301,124346.6625,9719.477424,21174.02413
3/1/2001,15122.30092,40034.10605,152203.2775,98357.01982,30898.55679,43259.21422,51440.00408,126512.8145,20569.13747,59393.1445,26935.846,38433.80087,34047.85731,96641.52415,17266.39488,20274.13888
4/1/2001,29371.95678,31045.21878,204315.2704,210136.6686,36329.75471,51814.5393,53007.54909,56605.86743,15797.57519,43540.1836,19915.50534,49419.1667,27058.81656,40147.30373,42680.91057,16578.24285
5/1/2001,35767.31706,19715.72527,228300.9413,258643.2302,38149.02376,51730.98746,52455.29614,34967.09889,12380.38014,35164.70095,17530.88671,54034.74019,23358.49344,24012.33243,55662.22095,15808.22526
6/1/2001,28094.72615,21988.05595,184535.7883,185346.1013,32507.22153,45256.47323,50691.15478,64528.03369,10630.04467,33127.11545,25961.60795,47204.09312,26006.69,45214.36384,41212.86848,26150.53189
7/1/2001,11281.18116,16265.16111,101104.296,33653.53927,20339.05951,26949.56482,44500.10616,156112.0056,6472.105182,29515.06609,45472.88692,32199.28899,31857.58952,115796.2451,12956.32768,49580.19204
8/1/2001,7042.844322,17788.62507,69671.28469,11638.98839,16067.80842,22450.42796,42895.58398,205159.3795,5196.347718,27580.66982,56619.82703,26751.59996,34801.77004,152761.7506,5961.336997,63631.53936
9/1/2001,14909.97452,63849.21382,91453.41931,52713.47235,23113.13208,43531.00722,53003.30986,190729.6149,10679.5471,35296.26409,52795.28605,34572.11106,35757.64044,130536.0043,11956.33532,60216.26859
10/1/2001,43193.91876,247576.1317,151226.7652,321110.1126,41983.71164,104121.3174,74100.68591,151101.3796,25831.17198,49516.68961,43686.66395,54314.23367,35871.70281,81969.52498,35933.58473,54129.21854
11/1/2001,58112.94323,351329.4104,180316.9374,461740.4524,51791.536,138092.588,85968.49019,138734.0557,34594.37731,58399.13974,40274.8017,64334.02121,36805.65596,65149.01423,47933.90651,50874.59371
12/1/2001,43298.138,259506.4579,176636.2974,352757.435,44038.75236,112499.0946,79578.8239,145691.5647,32667.45071,62015.17065,39539.53435,56895.74512,38178.64123,77779.46079,40151.50877,40499.18775
1/1/2002,15220.86984,103104.511,156903.7152,146878.3953,28350.07296,66241.52232,66205.57669,176249.2556,28783.8587,67651.7683,41480.79817,42270.99034,42241.12994,118621.5197,22997.28792,23819.28218
2/1/2002,7304.16206,46644.80973,153564.6739,81214.20098,22292.8561,46733.55112,60425.60114,184282.4244,26979.58293,71379.12479,40694.81563,35913.54215,43707.47796,135193.1854,17468.12645,15615.30819
3/1/2002,11486.9681,35602.67929,166592.6109,103414.4037,25282.07094,44514.92655,59580.82217,140520.3199,21773.55837,62466.1069,34561.3862,36470.46751,37313.3921,101886.2949,23147.58563,17046.40963
4/1/2002,28539.06014,24760.64393,208579.0538,200925.5909,35592.7911,48127.70603,61496.39016,57566.4489,14313.42648,48287.29864,20869.91119,41139.09566,25326.90726,39090.8111,40094.99898,20129.51669
5/1/2002,36157.12484,13628.55312,223707.3607,236435.7038,39356.13248,45603.19901,60611.91014,31530.11761,9815.711205,40250.68368,16367.15609,41757.86474,20089.32468,20105.61602,47994.45283,21688.56759
6/1/2002,27747.81502,15328.80295,166191.5854,166001.7053,31518.07642,41329.09495,56293.6997,54996.43349,8522.862314,37477.01768,26716.93272,37092.0396,23748.76806,33607.57288,37571.54819,30191.91572
7/1/2002,9462.958281,10044.94598,58183.99808,20458.9089,14740.77223,26100.00641,45585.60892,124449.9932,5487.382888,31921.09708,53668.37847,24872.4152,31585.44473,76560.5782,17746.60836,46235.294
8/1/2002,5348.010043,11047.87421,27390.59746,5380.564886,9861.595722,23089.50389,41798.28041,161669.9845,4506.14586,29369.80283,68653.67765,21293.51023,35802.61691,98503.43413,10933.33218,56395.57621
9/1/2002,13132.03168,52730.17981,51292.40446,38299.52621,18253.63205,47895.4897,52888.11067,179697.0223,9756.471252,38673.10009,62955.94388,33602.07458,39573.93836,104707.9877,15112.05946,54077.12979
10/1/2002,44444.40622,259560.3273,134810.2349,347686.0569,44545.74334,120112.4719,77060.31824,200757.2799,25332.14985,56602.68843,50762.23146,65553.65382,44985.09512,108568.5615,28362.70099,50806.70826
11/1/2002,60984.63082,374153.9939,177662.047,508395.2247,58575.39691,161095.2477,90417.82609,219060.8645,34194.93601,67578.74467,45710.90904,83128.47711,48899.09298,114641.9906,34506.56614,48530.90403
12/1/2002,44526.96297,275684.6788,182696.7181,385288.7184,49143.85975,128784.2804,84443.85567,201821.8556,29257.91414,70777.5669,42674.8595,69413.86907,46878.8119,109428.4479,31134.73287,38043.38771
1/1/2003,13215.52231,107656.4749,181284.5524,152566.9027,30658.6395,71668.36544,74042.55278,185347.1253,20541.13677,75281.28887,41132.41737,43809.77179,43913.74057,105976.5039,21911.50258,21077.5081
2/1/2003,5466.960199,47837.39865,186146.3291,80929.78365,23377.32028,47665.10341,68405.63846,168036.7371,16371.38673,78536.53643,37981.96818,33022.66551,41936.00975,100674.8341,19250.32762,13055.59847
3/1/2003,9869.517493,35902.12648,169835.1184,106090.3136,24678.04023,43961.53115,59539.80876,121496.1376,13416.4765,68826.17471,32307.61444,33318.5627,37466.24968,80605.66206,25285.16979,14183.89343
4/1/2003,29448.22567,22444.99311,152735.7545,215551.9664,31497.09356,44314.98097,45465.07037,29595.10719,9673.408861,53873.61588,19562.06284,38468.19867,29447.60642,42084.73262,41849.27704,15570.55475
5/1/2003,38532.2238,11267.59377,136508.2815,256872.8566,33074.10869,40238.1788,37510.58212,11219.22644,6941.116765,45024.3373,15394.26432,38806.82174,25458.58404,28132.72225,49912.93238,16717.88771
6/1/2003,29550.55053,14425.41312,106786.964,183888.177,27281.79775,40677.84023,40475.34752,39487.66637,6462.474373,41162.04682,26527.67284,35836.9796,28978.80954,45248.54513,37176.79058,28555.55754
7/1/2003,10220.6328,12142.06537,47164.3072,31229.74298,13953.05077,34700.10085,44396.45203,184613.9857,4321.525576,33663.89735,55590.11788,27747.9577,36372.58764,92946.62263,12458.86984,56219.93275
8/1/2003,5757.657828,14322.69109,28974.81018,10677.70592,10192.12296,35071.14227,47426.48708,261636.5546,3975.849871,30178.09039,72023.72704,25240.67959,40312.38802,118455.7071,5966.491734,72695.78886
9/1/2003,13350.70937,62146.24354,61213.88262,54975.5511,19448.82627,59564.75688,60900.06089,241048.4597,10005.62455,40174.01225,67269.15508,34154.36271,41997.02434,114810.6703,11810.63842,61176.27839
10/1/2003,43121.72831,279200.6292,161558.6938,363826.2769,47277.66701,120156.545,85415.25514,185848.8717,28375.36145,59953.9076,56391.83037,55101.06881,44003.2041,100129.7843,34679.36903,40562.5472
11/1/2003,58755.28654,400619.1134,217292.6449,526173.0958,62523.34766,155168.7401,100889.1358,168493.0345,39045.31944,71899.20085,52102.92685,66505.19586,45700.24113,96846.60462,46159.05107,31152.73849
12/1/2003,43486.98515,296409.2574,216982.6613,412678.6273,52571.98533,124994.715,96581.60911,170707.0938,34157.31911,75522.89155,47793.24278,57859.73533,43857.55477,99122.61109,38245.5799,28009.71431
1/1/2004,13585.96933,118925.7273,203166.642,199563.2946,33044.33807,71948.6674,87211.67622,197266.316,25080.90932,80528.00397,43703.61994,41430.58553,40874.33005,112644.1214,20131.33317,23928.25302
2/1/2004,6235.000152,54444.606,202875.9809,123859.6539,25328.91398,49053.02192,83140.47217,199792.0875,20892.37682,84214.94243,39372.12546,34152.48393,39081.66538,115172.5459,14879.18516,20903.84256
3/1/2004,12219.03052,41042.66672,187241.377,136300.0515,26468.74795,45780.31068,76299.85161,148688.5965,17455.71385,73988.05361,34430.25459,33892.93054,37449.00458,89158.33275,22826.48167,24708.90442
4/1/2004,37084.89525,26160.77634,168223.4198,208775.1715,33092.39023,47102.72543,64329.89067,45310.26923,13262.11417,58327.0571,23173.36318,36494.82686,34428.47212,38487.69062,47241.19126,30222.62919
5/1/2004,49276.09434,13476.40915,152897.0635,226236.7711,34458.62594,43476.22991,57994.4279,21582.13041,10011.00844,48971.76489,19289.80789,36213.19127,32859.07639,22631.47167,59441.18023,34255.70452
6/1/2004,37930.01041,16437.81451,134999.5167,163234.0574,28744.98383,42821.04465,63445.68143,60075.60036,8854.87739,44459.17801,30795.82893,34271.98188,35403.45148,41068.83771,43830.6285,43037.66629
7/1/2004,13944.74681,13561.32261,100872.8078,30136.87732,15379.34372,35382.72897,74184.0771,225226.924,5340.006773,35706.94664,59491.54862,28739.8909,40118.72263,98100.37021,14102.04188,59392.61011
8/1/2004,7993.095237,15631.53851,85455.682,11193.65073,11564.0182,34832.94194,80053.65914,313183.1744,4538.090805,31673.29334,75673.13431,27014.28579,42808.65477,128495.7294,6301.189459,69457.97822
9/1/2004,16497.15795,63849.13888,109616.5102,57114.47195,21451.63808,57153.32908,83917.26376,267930.9016,11118.90242,42425.76002,69187.31707,34021.8233,43618.6226,125342.9004,11525.76866,61355.41167
10/1/2004,48064.03203,273727.692,163288.2711,365891.524,50525.80527,111638.2854,88025.12451,173881.3635,31563.93619,63936.25097,55363.42161,49731.69939,44686.53632,111351.5698,33220.54651,48231.30234
11/1/2004,64412.81549,391501.1951,192778.9151,528962.2422,66466.83225,142992.1703,91899.47987,138545.5662,43299.51098,76863.95561,49636.65215,58225.53751,45501.20671,108478.4031,43582.32393,40892.77731
12/1/2004,48634.15248,288815.1129,190894.8138,415173.2339,55540.36248,117586.5443,92712.39562,144386.0702,37478.55283,80836.79342,46807.92624,51682.76309,43541.25697,106203.0271,34547.12956,34516.92035
1/1/2005,18385.12002,113371.9497,180379.1337,199720.4684,34573.08187,72946.74036,95451.05483,182588.5853,27552.891,86332.3228,46560.07916,39654.41576,40848.79265,112032.6439,14329.20977,24029.65257
2/1/2005,9555.770103,50825.43939,178581.0739,124315.0818,26105.72539,52842.17175,96280.70901,189687.2585,22486.67459,90376.48985,43565.35208,33906.74269,38923.37026,109579.8185,9254.440078,18585.30864
3/1/2005,14772.10988,39143.61095,171964.7924,140562.4498,26766.19273,48031.08789,88140.23616,142309.1563,16994.43442,79295.18735,35728.56876,32262.84155,36675.83709,83904.53764,18513.35016,23193.03879
4/1/2005,34654.34062,27631.98147,172783.5067,221574.2306,32750.45588,46178.805,73982.22816,48979.75615,8745.206161,62305.32675,18726.63294,31247.46197,32675.1474,33446.78898,51013.68308,31260.6414
5/1/2005,43698.00427,15877.75295,165869.7201,244531.9644,33539.1267,41038.35885,66454.0769,24534.98498,4569.414002,52183.86578,13464.99184,29569.81611,30542.06302,18698.95004,68020.98102,36441.81463
6/1/2005,34309.65511,19622.26558,133260.7732,180653.805,27792.41742,39125.83614,68446.69494,55487.25888,4601.379837,47346.80746,25744.37522,29614.72192,33058.78958,38617.26097,49414.3359,47051.54396
7/1/2005,13984.28895,16451.80206,67075.10971,44384.99738,14644.82774,29561.70842,73124.2102,168664.8814,3962.990348,37449.97181,61216.84015,27520.70056,37610.23572,105749.9626,13168.61844,66187.46034
8/1/2005,8716.130542,19088.19378,45344.27012,20105.68873,10827.32426,28042.42853,75192.77978,229060.4138,3990.331346,33188.65055,80986.19166,27562.36795,40270.9049,141734.2465,5215.285886,78366.01622
9/1/2005,17346.58051,72258.00416,81168.62017,75417.31389,20248.848,51074.86305,79356.01002,219506.7048,10338.67831,46194.37764,74236.96818,35760.93149,42194.85938,133323.7909,11831.09567,70429.52344
10/1/2005,47392.01315,290282.0147,182844.6153,366015.0369,47922.77084,110481.4755,85495.22678,184789.4995,29020.82553,73461.66373,58718.01563,53159.89371,45002.58349,108552.1006,43174.27641,55987.16743
11/1/2005,63137.24618,413334.782,238833.3597,520876.59,63140.15764,144818.9487,89756.95512,176380.8312,40061.39547,89600.52623,52845.82341,63074.35625,46965.07782,101243.2523,58658.32609,48876.90657
12/1/2005,48477.74067,304989.2033,230744.0249,407695.3731,54012.07152,121166.5758,90237.81809,178830.6693,36513.779,91121.81004,50763.16096,55675.75004,45318.33868,103221.6471,43369.3975,44801.92601
1/1/2006,19682.5945,119955.6835,201682.3422,193922.8887,35795.14838,79003.33303,91413.28754,203414.5163,29456.3036,91316.20809,52306.27806,42049.78774,42785.58476,117846.0744,11727.46989,38324.39616
2/1/2006,11150.59687,53863.1876,194354.9601,119398.7001,28515.46513,59840.8291,91897.83234,206163.4751,26286.39664,92815.70323,50068.49651,35605.54113,41172.25487,120062.2909,5342.232869,34489.80538
3/1/2006,17416.80863,41643.12889,190091.6977,137363.4113,29170.38649,53164.83787,86445.88012,152924.0086,21800.29976,82999.08868,40760.22543,33759.67113,38887.16037,93458.63477,14594.29724,39417.79846
4/1/2006,39888.86993,29919.62416,191011.4186,223066.5133,34796.30147,47115.57898,77914.53288,46284.09995,15711.77847,68754.44943,22653.27329,32698.70741,34802.85693,41519.3149,57249.17554,48819.21319
5/1/2006,50442.93363,17493.33548,186629.2485,248865.6115,35560.37878,40349.58638,72669.86427,21564.71279,11640.86854,59531.80511,15948.9901,30807.43903,32630.0884,24997.50013,79461.07797,54244.32201
6/1/2006,39262.19645,21402.04036,169917.3329,182182.8753,29565.31976,40280.83464,71161.60285,58873.18726,10489.35299,54085.74545,24701.73661,30580.85356,34958.05468,44575.18497,59467.74649,57276.46481
7/1/2006,15415.69902,16575.35278,143225.4867,38993.93663,17484.90166,34661.76027,71029.36703,216932.2544,7405.26918,43585.67831,48491.76202,28371.16349,39686.82877,104435.7072,21123.81441,63963.46091
8/1/2006,9277.881268,19135.06257,127602.1994,16481.21577,13037.64422,34602.49808,69491.30938,301079.3915,6492.072456,38705.50278,61178.73433,28159.38129,42164.69036,136306.602,10424.84842,67179.35919
9/1/2006,18726.41971,79232.58465,129635.3138,72835.8476,18862.45411,57828.74165,67418.32359,266424.354,12714.65836,50029.81891,57856.50365,35480.45522,42454.48088,131366.6908,16547.33716,56085.1799
10/1/2006,52259.50413,345935.1072,131886.2254,405538.9093,34266.21566,113885.143,62630.21854,191326.3544,29420.40274,72554.478,48925.47447,50819.29923,42885.18713,112993.5551,40902.65825,33490.99451
11/1/2006,69784.85168,495147.9602,133922.7029,582440.4583,42351.12096,146518.8429,60643.36596,162718.5038,39087.64792,85946.07492,45944.93208,59511.78882,43175.93301,108578.5243,51949.32732,25232.56299
12/1/2006,54031.64419,356864.9326,153796.0717,456542.6323,38958.66338,122615.0141,66056.4155,159519.1417,34625.94935,89962.44708,45364.59344,53444.91195,40807.87987,110079.9207,39984.01443,35746.44251
1/1/2007,23480.5523,116347.6924,189384.7507,217934.5691,30740.78223,79815.1122,75124.50368,177796.2588,26808.51291,93996.95226,48755.34025,41699.60107,36806.26916,124551.5607,13871.62599,66521.58849
2/1/2007,13817.30468,42741.82301,211056.4564,134952.8076,27808.59429,60487.14267,80814.38341,174157.3424,22843.17312,98014.09937,48123.54213,36359.862,34538.84996,126227.4799,7947.784557,81640.37574
3/1/2007,19536.14302,35183.48457,205964.7929,154909.6233,29252.62348,55253.74512,84090.1129,131317.3988,18165.31397,91284.94837,38042.11762,35628.53693,34648.88089,94630.95939,19229.58945,64399.03577
4/1/2007,39962.66917,36770.44955,196059.0981,251210.5892,35083.17362,53257.59919,88549.78676,43668.06394,11410.80826,81766.08136,17579.28715,35873.99589,35030.47607,32959.29278,63778.62467,28774.13593
5/1/2007,49011.97478,26709.92351,191089.4591,279880.2612,36733.55314,47685.50298,91869.90753,22524.40205,7453.19324,75258.94258,11240.95155,35122.2008,35141.36665,16438.18167,87361.2244,18254.01505
6/1/2007,38428.35606,27728.62694,175369.4428,201985.1497,29663.27324,43853.89782,88797.3057,60447.53401,7289.998496,67921.97605,21306.7613,35831.80331,36835.15729,36629.52555,64715.15092,30862.84902
7/1/2007,15019.3228,14546.08093,150811.4625,37331.78065,14315.33215,29877.44774,82794.91105,208198.3785,5545.462161,53357.13151,50770.69882,35372.93474,40820.13329,110306.969,21295.89314,72412.35446
8/1/2007,9310.567717,15061.54245,135961.6839,13897.48037,9835.474007,27017.0773,79827.3208,288461.4783,5418.478129,46895.47555,67060.3486,36059.84655,42614.64789,149504.6435,9832.167521,93415.34519
9/1/2007,20539.10948,72037.37662,136917.8536,69766.73898,18732.19384,52998.47497,79582.76816,269631.1433,13472.05971,58904.39294,66955.95258,41870.21872,39045.21882,143221.3875,16862.93934,73471.30035
10/1/2007,61331.93859,360167.3808,140759.6734,442232.5064,45810.90234,125813.148,82239.61628,217936.2263,36403.76169,84018.78811,62929.61215,53350.60486,32068.96993,120062.8512,45886.44013,34200.83631
11/1/2007,83010.22473,519227.3471,141735.8554,638889.5374,60562.36047,167200.926,81986.12034,201573.3917,50023.82813,98247.07165,62831.34068,59851.92676,28842.32115,114553.899,59388.61599,21457.73924
